candidate,task_id,condition,cmd_vx,gait,gait_id,balanced_score,neutral_score,weighted_metric_reward_mean,vx_abs_error_mean,fall_rate,lateral_offset_abs_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,transport_cost_proxy,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,efficiency_score,robustness_score,contact_safety_score
robustness,rough_slope_trot_robustness,rough_slope,2.0,bounding,2.0,,0.4236511816515735,0.6034449338912964,0.6405308246612549,0.017000000923871994,1.6571104526519775,0.0638333410024643,0.8234362602233887,243.28428453361744,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,-0.038320038467645645,,0.5114527646967066,
robustness,rough_slope_trot_robustness,rough_slope,2.0,pacing,3.0,,0.5109000721652257,0.6190460920333862,0.5407586097717285,0.023000001907348633,1.3659923076629639,0.07008333504199982,0.7391144037246704,211.7518791866663,2.5,0.5,0.11999969929456711,0.34183377027511597,0.0,,0.5523485004659591,
robustness,push_lateral_pace_recovery,push_lateral,1.2,pronking,0.0,,0.7327898267943126,0.7469935417175293,0.1702663004398346,0.01600000075995922,1.20539128780365,0.12816667556762695,0.9899531602859497,183.66481863841116,3.3879823684692383,0.5,0.10909819602966309,0.36879685521125793,0.0,,0.7207018868407098,
robustness,push_lateral_pace_recovery,push_lateral,1.2,trotting,1.0,,0.7010252476693728,0.8585798740386963,0.16914016008377075,0.01600000075995922,1.3474876880645752,0.16500002145767212,0.6529302000999451,147.88206300331754,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0,,0.7288708263720439,
robustness,push_lateral_pace_recovery,push_lateral,1.2,bounding,2.0,,0.6646921966129389,0.8277801275253296,0.1871504932641983,0.018000001087784767,1.5982593297958374,0.1471666693687439,0.781182587146759,193.17947305513917,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.6974239674343811,
robustness,push_lateral_pace_recovery,push_lateral,1.2,pacing,3.0,,0.6628799022963414,0.6856595277786255,0.19034820795059204,0.02200000174343586,1.5795972347259521,0.08691667020320892,0.47979143261909485,145.14674453360152,2.5,0.5,0.11999969929456711,0.3413430452346802,0.038656048476696014,,0.699694772258522,
robustness,push_lateral_pace_recovery,push_lateral,1.5,pronking,0.0,,0.7100267845850724,0.7404038906097412,0.24915514886379242,0.01900000125169754,1.147969365119934,0.1497500240802765,0.7516907453536987,187.2346525143861,2.6155948638916016,0.5,0.10883015394210815,0.3684394955635071,0.0,,0.7065729461307448,
robustness,push_lateral_pace_recovery,push_lateral,1.5,trotting,1.0,,0.6853646683769348,0.7780429124832153,0.20182809233665466,0.017000000923871994,1.2660967111587524,0.1456666737794876,0.71725994348526,156.77590453336978,3.000000238418579,0.5,0.10887175053358078,0.33000147342681885,0.0,,0.7110971561898061,
robustness,push_lateral_pace_recovery,push_lateral,1.5,bounding,2.0,,0.6478329857763571,0.7515757083892822,0.262317955493927,0.018000001087784767,1.2831368446350098,0.14016667008399963,0.8587726354598999,198.08653866425502,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.038444600999355316,,0.6632792018353939,
robustness,push_lateral_pace_recovery,push_lateral,1.5,pacing,3.0,,0.6455401921501527,0.735276460647583,0.23816229403018951,0.021000001579523087,1.3895195722579956,0.10716666281223297,0.6294111013412476,163.14065312103756,2.5,0.5,0.11999969929456711,0.3800007998943329,0.038499198853969574,,0.6826174890970796,
